registrationid,registrationdate,eventid
4983,2026-01-06,467
4984,2026-01-31,325
4985,2026-04-09,411
4986,2026-08-30,41
4987,2026-08-11,486
4988,2026-03-12,203
4989,2026-05-16,173
4990,2026-11-13,226
4991,2026-06-19,239
4992,2026-07-24,107
4993,2026-06-20,184
4994,2026-01-11,114
4995,2026-12-25,441
4996,2026-11-25,89
4997,2026-07-24,489
4998,2026-11-24,393
4999,2026-09-13,42
5000,2026-05-25,98
5001,2026-11-18,307
5002,2026-06-21,338
5003,2026-03-30,250
5004,2026-12-09,443
5005,2026-02-28,62
5006,2026-06-26,494
5007,2026-02-22,252
5008,2026-06-17,236
5009,2026-08-11,461
5010,2026-12-12,49
5011,2026-01-21,27
5012,2026-07-31,331
5013,2026-02-24,100
5014,2026-02-03,160
5015,2026-04-06,178
5016,2026-11-09,42
5017,2026-03-22,420
5018,2026-07-13,302
5019,2026-08-06,492
5020,2026-04-14,401
5021,2026-06-09,421
5022,2026-04-06,139
5023,2026-10-23,193
5024,2026-06-24,164
5025,2026-01-15,203
5026,2026-08-07,332
5027,2026-05-06,291
5028,2026-03-01,427
5029,2026-01-10,464
5030,2026-07-20,116
5031,2026-09-27,193
5032,2026-11-24,6
5033,2026-03-24,247
5034,2026-02-17,217
5035,2026-09-05,370
5036,2026-11-30,468
5037,2026-01-21,45
5038,2026-11-16,330
5039,2026-09-16,343
5040,2026-04-11,34
5041,2026-06-21,439
5042,2026-12-11,322
5043,2026-05-15,290
5044,2026-07-27,303
5045,2026-05-08,438
5046,2026-08-15,482
5047,2026-05-30,70
5048,2026-04-13,185
5049,2026-03-02,238
5050,2026-04-06,295
5051,2026-04-14,467
5052,2026-04-06,347
5053,2026-05-03,143
5054,2026-10-01,223
5055,2026-02-18,148
5056,2026-06-06,376
5057,2026-08-02,271
5058,2026-12-17,12
5059,2026-04-03,164
5060,2026-03-25,13
5061,2026-09-22,16
5062,2026-01-05,216
5063,2026-09-14,217
5064,2026-07-24,91
5065,2026-03-31,492
5066,2026-02-20,219
5067,2026-11-03,455
5068,2026-08-05,227
5069,2026-02-03,222
5070,2026-05-15,218
5071,2026-06-05,432
5072,2026-10-05,132
5073,2026-05-25,209
5074,2026-09-04,311
5075,2026-11-17,130
5076,2026-01-17,320
5077,2026-04-12,407
5078,2026-02-09,377
5079,2026-08-24,348
5080,2026-06-25,214
5081,2026-07-15,257
5082,2026-03-29,236
5083,2026-08-27,323
5084,2026-07-13,472
5085,2026-06-24,184
5086,2026-09-01,96
5087,2026-05-25,249
5088,2026-02-10,233
5089,2026-03-08,92
5090,2026-04-27,66
5091,2026-09-24,401
5092,2026-06-01,397
5093,2026-08-29,487
5094,2026-12-12,78
5095,2026-08-25,84
5096,2026-03-14,269
5097,2026-06-25,198
5098,2026-09-25,498
5099,2026-03-22,132
5100,2026-10-21,395
5101,2026-11-01,25
5102,2026-06-19,310
5103,2026-07-12,116
5104,2026-07-04,267
5105,2026-02-01,269
5106,2026-01-18,289
5107,2026-01-09,134
5108,2026-05-07,21
5109,2026-04-13,215
5110,2026-08-18,219
5111,2026-05-03,485
5112,2026-02-28,313
5113,2026-01-09,140
5114,2026-05-18,139
5115,2026-12-10,128
5116,2026-09-03,265
5117,2026-08-25,37
5118,2026-08-28,223
5119,2026-10-21,203
5120,2026-01-15,456
5121,2026-05-19,221
5122,2026-05-21,101
5123,2026-11-02,229
5124,2026-11-30,20
5125,2026-04-16,193
5126,2026-05-11,244
5127,2026-10-08,279
5128,2026-04-09,20
5129,2026-03-31,200
5130,2026-01-30,64
5131,2026-10-14,432
5132,2026-07-08,372
5133,2026-10-25,409
5134,2026-08-27,206
5135,2026-10-09,310
5136,2026-02-05,375
5137,2026-11-19,46
5138,2026-09-02,182
5139,2026-05-11,27
5140,2026-01-30,74
5141,2026-06-20,470
5142,2026-03-12,282
5143,2026-05-17,228
5144,2026-03-27,368
5145,2026-08-01,188
5146,2026-06-05,444
5147,2026-10-11,429
5148,2026-08-15,438
5149,2026-11-16,14
5150,2026-08-13,218
5151,2026-07-07,101
5152,2026-06-21,375
5153,2026-09-08,338
5154,2026-11-29,309
5155,2026-11-08,140
5156,2026-04-07,86
5157,2026-08-21,198
5158,2026-10-24,463
5159,2026-05-16,211
5160,2026-09-21,443
5161,2026-09-16,104
5162,2026-11-16,192
5163,2026-10-20,295
5164,2026-02-17,30
5165,2026-06-01,215
5166,2026-12-16,381
5167,2026-10-15,51
5168,2026-08-11,152
5169,2026-11-07,4
5170,2026-08-16,447
5171,2026-01-21,397
5172,2026-07-26,115
5173,2026-08-01,444
5174,2026-02-14,81
5175,2026-03-11,282
5176,2026-09-07,111
5177,2026-11-08,140
5178,2026-08-27,320
5179,2026-01-06,249
5180,2026-10-12,106
5181,2026-12-26,53
5182,2026-06-18,372
5183,2026-04-27,422
5184,2026-05-26,178
5185,2026-07-17,36
5186,2026-10-20,394
5187,2026-02-18,160
5188,2026-05-26,323
5189,2026-01-21,197
5190,2026-11-24,106
5191,2026-08-28,102
5192,2026-12-07,462
5193,2026-05-19,455
5194,2026-08-19,123
5195,2026-06-03,164
5196,2026-03-25,277
5197,2026-03-04,77
5198,2026-11-22,451
5199,2026-01-10,278
5200,2026-12-01,396
5201,2026-11-16,157
5202,2026-02-07,281
5203,2026-11-25,243
5204,2026-12-10,26
5205,2026-01-20,432
5206,2026-08-09,16
5207,2026-05-24,249
5208,2026-01-29,294
5209,2026-09-06,228
5210,2026-06-05,383
5211,2026-12-31,264
5212,2026-09-12,62
5213,2026-08-25,285
5214,2026-01-11,214
5215,2026-06-04,355
5216,2026-10-12,110
5217,2026-01-20,244
5218,2026-05-05,180
5219,2026-06-10,366
5220,2026-01-25,56
5221,2026-10-04,408
5222,2026-12-14,259
5223,2026-03-23,9
5224,2026-01-23,405
5225,2026-12-21,252
5226,2026-05-19,251
5227,2026-01-06,144
5228,2026-11-26,161
5229,2026-01-15,16
5230,2026-10-24,347
5231,2026-02-08,423
5232,2026-01-04,243
5233,2026-04-12,435
5234,2026-10-31,342
5235,2026-02-16,499
5236,2026-05-07,153
5237,2026-09-22,412
5238,2026-03-19,74
5239,2026-02-19,361
5240,2026-05-25,117
5241,2026-06-06,204
5242,2026-05-19,191
5243,2026-04-10,42
5244,2026-02-27,415
5245,2026-09-14,396
5246,2026-05-01,203
5247,2026-10-09,368
5248,2026-11-18,129
5249,2026-10-12,471
5250,2026-11-21,404
5251,2026-11-07,285
5252,2026-01-17,384
5253,2026-09-22,405
5254,2026-01-28,136
5255,2026-07-05,473
5256,2026-12-15,113
5257,2026-01-07,416
5258,2026-02-05,68
5259,2026-04-07,442
5260,2026-03-14,244
5261,2026-01-01,97
5262,2026-12-20,198
5263,2026-11-20,54
5264,2026-04-11,76
5265,2026-04-25,367
5266,2026-12-08,155
5267,2026-11-16,319
5268,2026-05-03,129
5269,2026-07-12,367
5270,2026-01-18,262
5271,2026-09-10,49
5272,2026-06-12,225
5273,2026-05-19,479
5274,2026-12-31,131
5275,2026-11-09,108
5276,2026-06-14,18
5277,2026-12-13,2
5278,2026-06-02,156
5279,2026-03-19,54
5280,2026-09-29,353
5281,2026-05-10,387
5282,2026-12-11,6
5283,2026-09-15,353
5284,2026-05-02,269
5285,2026-11-16,403
5286,2026-03-24,189
5287,2026-01-26,274
5288,2026-09-20,292
5289,2026-08-07,279
5290,2026-09-15,134
5291,2026-02-15,118
5292,2026-08-25,277
5293,2026-08-12,446
5294,2026-02-18,293
5295,2026-12-30,101
5296,2026-10-30,382
5297,2026-04-28,35
5298,2026-03-10,364
5299,2026-07-14,490
5300,2026-02-06,490
5301,2026-08-18,22
5302,2026-12-13,317
5303,2026-12-22,437
5304,2026-10-11,24
5305,2026-08-08,28
5306,2026-02-08,288
5307,2026-04-09,259
5308,2026-06-09,59
5309,2026-09-16,78
5310,2026-01-29,249
5311,2026-08-16,263
5312,2026-12-21,124
5313,2026-08-18,169
5314,2026-09-14,433
5315,2026-01-08,371
5316,2026-06-03,144
5317,2026-01-08,325
5318,2026-08-16,55
5319,2026-10-28,302
5320,2026-05-22,410
5321,2026-07-22,337
5322,2026-12-01,131
5323,2026-09-14,498
5324,2026-06-27,362
5325,2026-10-07,307
5326,2026-04-18,220
5327,2026-12-04,169
5328,2026-05-30,192
5329,2026-03-27,378
5330,2026-03-27,344
5331,2026-10-06,340
5332,2026-06-11,183
5333,2026-05-28,38
5334,2026-01-28,137
5335,2026-09-25,45
5336,2026-01-04,322
5337,2026-11-24,446
5338,2026-09-25,338
5339,2026-10-07,350
5340,2026-05-01,409
5341,2026-03-09,268
5342,2026-07-24,125
5343,2026-12-11,476
5344,2026-06-14,45
5345,2026-09-20,164
5346,2026-06-09,318
5347,2026-02-12,375
5348,2026-07-17,205
5349,2026-07-16,4
5350,2026-11-19,325
5351,2026-04-19,65
5352,2026-11-06,431
5353,2026-03-08,40
5354,2026-07-01,420
5355,2026-03-20,473
5356,2026-02-24,157
5357,2026-11-07,20
5358,2026-04-30,243
5359,2026-10-23,5
5360,2026-04-24,27
5361,2026-10-23,456
5362,2026-02-15,251
5363,2026-05-03,180
5364,2026-03-05,438
5365,2026-07-31,208
5366,2026-06-03,353
5367,2026-06-15,420
5368,2026-08-06,344
5369,2026-06-01,31
5370,2026-10-02,224
5371,2026-08-05,256
5372,2026-02-06,116
5373,2026-10-26,53
5374,2026-01-24,253
5375,2026-11-18,379
5376,2026-11-10,54
5377,2026-07-11,80
5378,2026-12-08,318
5379,2026-01-13,20
5380,2026-07-14,435
5381,2026-09-07,488
5382,2026-05-10,236
5383,2026-09-23,141
5384,2026-11-04,493
5385,2026-10-07,280
5386,2026-04-18,493
5387,2026-11-13,169
5388,2026-05-27,72
5389,2026-09-30,301
5390,2026-07-15,351
5391,2026-06-26,59
5392,2026-10-16,114
5393,2026-05-02,329
5394,2026-02-27,320
5395,2026-03-31,328
5396,2026-01-07,346
5397,2026-02-12,53
5398,2026-07-04,11
5399,2026-11-09,497
5400,2026-08-24,102
5401,2026-03-11,487
5402,2026-09-16,201
5403,2026-07-28,436
5404,2026-02-02,260
5405,2026-07-19,389
5406,2026-11-08,5
5407,2026-12-21,117
5408,2026-05-01,350
5409,2026-12-31,371
5410,2026-07-27,275
5411,2026-07-30,437
5412,2026-01-27,245
5413,2026-06-18,26
5414,2026-10-02,165
5415,2026-07-14,154
5416,2026-12-11,162
5417,2026-03-05,241
5418,2026-07-29,457
5419,2026-06-26,488
5420,2026-10-05,187
5421,2026-09-11,338
5422,2026-06-06,67
5423,2026-10-28,237
5424,2026-02-22,7
5425,2026-02-25,474
5426,2026-06-10,348
5427,2026-04-11,112
5428,2026-05-26,88
5429,2026-10-09,65
5430,2026-11-14,407
5431,2026-09-20,490
5432,2026-03-31,344
5433,2026-10-20,444
5434,2026-10-11,405
5435,2026-09-11,225
5436,2026-03-20,341
5437,2026-03-14,142
5438,2026-04-05,159
5439,2026-04-29,424
5440,2026-02-26,210
5441,2026-09-21,118
5442,2026-12-21,50
5443,2026-06-16,211
5444,2026-09-11,365
5445,2026-03-08,229
5446,2026-08-24,143
5447,2026-09-03,25
5448,2026-05-11,185
5449,2026-04-14,311
5450,2026-04-09,43
5451,2026-10-07,341
5452,2026-12-06,298
5453,2026-07-24,131
5454,2026-08-19,401
5455,2026-06-05,444
5456,2026-03-02,287
5457,2026-03-03,347
5458,2026-03-20,412
5459,2026-07-04,16
5460,2026-05-12,423
5461,2026-12-15,187
5462,2026-03-20,460
5463,2026-05-22,118
5464,2026-09-17,205
5465,2026-07-29,354
5466,2026-11-29,390
5467,2026-08-05,197
5468,2026-07-01,384
5469,2026-10-30,436
5470,2026-12-31,273
5471,2026-05-31,244
5472,2026-01-10,430
5473,2026-04-04,86
5474,2026-02-10,278
5475,2026-11-26,82
5476,2026-06-30,137
5477,2026-06-01,310
5478,2026-07-10,194
5479,2026-06-14,452
5480,2026-12-01,155
5481,2026-03-19,158
5482,2026-04-07,175
5483,2026-08-29,277
5484,2026-12-20,202
5485,2026-01-09,360
5486,2026-10-31,378
5487,2026-02-25,424
5488,2026-08-02,280
5489,2026-09-19,248
5490,2026-04-08,53
5491,2026-09-19,317
5492,2026-04-21,134
5493,2026-09-21,131
5494,2026-06-16,485
5495,2026-05-10,419
5496,2026-09-01,424
5497,2026-04-27,438
5498,2026-10-22,342
5499,2026-03-12,171
5500,2026-08-25,163
5501,2026-03-27,185
5502,2026-01-09,242
5503,2026-11-18,118
5504,2026-11-12,370
5505,2026-07-11,182
5506,2026-02-11,14
5507,2026-07-01,334
5508,2026-01-25,60
5509,2026-06-09,68
5510,2026-04-02,119
5511,2026-05-08,308
5512,2026-11-28,289
5513,2026-01-06,295
5514,2026-04-08,149
5515,2026-02-13,19
5516,2026-08-04,475
5517,2026-08-31,199
5518,2026-05-16,390
5519,2026-12-29,432
5520,2026-07-12,104
5521,2026-04-16,356
5522,2026-06-30,316
5523,2026-01-05,366
5524,2026-08-22,257
5525,2026-07-26,208
5526,2026-10-02,140
5527,2026-06-09,123
5528,2026-02-04,416
5529,2026-07-14,165
5530,2026-07-02,17
5531,2026-03-13,338
5532,2026-07-21,327
5533,2026-10-02,434
5534,2026-10-09,8
5535,2026-01-04,328
5536,2026-10-20,206
5537,2026-04-07,489
5538,2026-11-14,500
5539,2026-05-03,293
5540,2026-05-14,147
5541,2026-06-10,425
5542,2026-04-09,391
5543,2026-02-10,72
5544,2026-03-30,234
5545,2026-11-27,74
5546,2026-11-02,66
5547,2026-04-18,269
5548,2026-09-12,107
5549,2026-11-21,217
5550,2026-05-24,144
5551,2026-06-18,271
5552,2026-07-21,296
5553,2026-01-25,406
5554,2026-11-15,385
5555,2026-02-07,13
5556,2026-08-22,361
5557,2026-12-13,361
5558,2026-02-19,240
5559,2026-08-26,282
5560,2026-08-01,265
5561,2026-10-01,211
5562,2026-03-03,477
5563,2026-09-29,447
5564,2026-05-12,330
5565,2026-07-19,163
5566,2026-07-12,348
5567,2026-04-07,317
5568,2026-02-02,302
5569,2026-03-17,322
5570,2026-05-23,458
5571,2026-11-02,290
5572,2026-08-28,272
5573,2026-10-12,461
5574,2026-05-03,123
5575,2026-12-24,278
5576,2026-03-31,200
5577,2026-04-19,251
5578,2026-10-07,206
5579,2026-03-24,436
5580,2026-11-11,430
5581,2026-04-09,76
5582,2026-02-19,234
5583,2026-05-29,10
5584,2026-09-18,183
5585,2026-08-14,429
5586,2026-12-24,292
5587,2026-04-19,167
5588,2026-06-07,260
5589,2026-01-26,303
5590,2026-10-07,45
5591,2026-07-28,148
5592,2026-09-17,13
5593,2026-12-05,190
5594,2026-01-14,269
5595,2026-06-13,152
5596,2026-01-31,495
5597,2026-04-16,48
5598,2026-02-27,316
5599,2026-12-14,56
5600,2026-03-20,269
5601,2026-04-06,103
5602,2026-05-06,253
5603,2026-08-01,403
5604,2026-07-05,59
5605,2026-07-03,261
5606,2026-09-11,376
5607,2026-08-30,383
5608,2026-07-26,492
5609,2026-04-13,462
5610,2026-07-21,101
5611,2026-02-09,31
5612,2026-09-22,138
5613,2026-07-17,206
5614,2026-04-27,437
5615,2026-09-09,85
5616,2026-12-10,205
5617,2026-07-02,104
5618,2026-04-26,66
5619,2026-06-07,210
5620,2026-07-09,239
5621,2026-12-01,289
5622,2026-06-10,27
5623,2026-05-28,374
5624,2026-04-10,137
5625,2026-03-22,266
5626,2026-04-27,302
5627,2026-04-16,41
5628,2026-06-06,161
5629,2026-01-30,462
5630,2026-11-14,6
5631,2026-10-11,16
5632,2026-09-28,269
5633,2026-11-05,164
5634,2026-07-23,225
5635,2026-06-19,383
5636,2026-12-13,481
5637,2026-05-04,326
5638,2026-02-04,16
5639,2026-07-26,383
5640,2026-07-12,17
5641,2026-08-25,61
5642,2026-02-23,419
5643,2026-07-25,36
5644,2026-10-18,175
5645,2026-11-22,63
5646,2026-07-03,365
5647,2026-10-06,200
5648,2026-09-08,472
5649,2026-11-06,305
5650,2026-12-20,423
5651,2026-02-23,112
5652,2026-11-08,274
5653,2026-01-06,342
5654,2026-09-12,492
5655,2026-09-23,480
5656,2026-06-22,216
5657,2026-11-03,149
5658,2026-09-22,192
5659,2026-12-26,452
5660,2026-09-15,375
5661,2026-06-08,434
5662,2026-06-22,324
5663,2026-09-13,30
5664,2026-08-06,85
5665,2026-08-27,251
5666,2026-04-14,269
5667,2026-02-08,362
5668,2026-07-09,310
5669,2026-09-07,269
5670,2026-01-16,156
5671,2026-05-30,158
5672,2026-04-01,3
5673,2026-06-15,493
5674,2026-11-19,96
5675,2026-04-10,109
5676,2026-02-02,260
5677,2026-02-05,244
5678,2026-10-02,252
5679,2026-03-13,375
5680,2026-04-28,113
5681,2026-01-02,99
5682,2026-08-02,44
5683,2026-03-25,336
5684,2026-01-14,375
5685,2026-07-24,348
5686,2026-05-27,434
5687,2026-08-09,423
5688,2026-09-13,422
5689,2026-04-28,447
5690,2026-08-21,18
5691,2026-02-17,418
5692,2026-04-23,153
5693,2026-05-19,337
5694,2026-09-15,13
5695,2026-05-09,308
5696,2026-10-07,356
5697,2026-03-06,111
5698,2026-04-06,172
5699,2026-08-31,106
5700,2026-07-28,300
5701,2026-04-30,411
5702,2026-08-28,196
5703,2026-06-04,230
5704,2026-12-20,161
5705,2026-09-18,142
5706,2026-11-02,353
5707,2026-12-04,463
5708,2026-04-15,299
5709,2026-04-19,332
5710,2026-11-13,138
5711,2026-08-04,243
5712,2026-06-30,349
5713,2026-10-28,115
5714,2026-11-06,160
5715,2026-03-06,64
5716,2026-04-08,224
5717,2026-06-01,64
5718,2026-09-09,138
5719,2026-05-14,458
5720,2026-05-28,407
5721,2026-01-14,225
5722,2026-05-04,361
5723,2026-06-19,409
5724,2026-06-21,197
5725,2026-07-09,63
5726,2026-03-14,380
5727,2026-08-10,262
5728,2026-12-31,104
5729,2026-07-09,288
5730,2026-03-17,272
5731,2026-01-05,187
5732,2026-04-20,322
5733,2026-09-13,355
5734,2026-01-18,294
5735,2026-08-21,28
5736,2026-02-04,459
5737,2026-03-20,234
5738,2026-12-27,278
5739,2026-12-23,209
5740,2026-11-27,473
5741,2026-06-08,53
5742,2026-10-31,335
5743,2026-12-18,239
5744,2026-05-02,61
5745,2026-03-20,411
5746,2026-02-14,379
5747,2026-01-31,235
5748,2026-03-07,426
5749,2026-10-27,400
5750,2026-04-16,225
5751,2026-10-12,37
5752,2026-06-01,251
5753,2026-09-21,148
5754,2026-06-20,278
5755,2026-11-28,434
5756,2026-08-10,280
5757,2026-08-14,236
5758,2026-02-03,145
5759,2026-10-08,367
5760,2026-03-15,5
5761,2026-06-28,160
5762,2026-08-20,364
5763,2026-01-31,101
5764,2026-02-08,445
5765,2026-04-24,468
5766,2026-07-25,281
5767,2026-10-13,159
5768,2026-05-23,68
5769,2026-09-04,165
5770,2026-03-02,163
5771,2026-04-08,190
5772,2026-04-14,400
5773,2026-08-23,345
5774,2026-10-19,349
5775,2026-05-24,177
5776,2026-09-28,315
5777,2026-08-07,243
5778,2026-06-18,144
5779,2026-01-22,238
5780,2026-09-24,36
5781,2026-06-28,334
5782,2026-08-20,129
5783,2026-02-13,173
5784,2026-01-17,351
5785,2026-11-14,243
5786,2026-01-31,489
5787,2026-07-31,51
5788,2026-08-31,267
5789,2026-07-28,155
5790,2026-12-31,176
5791,2026-10-03,398
5792,2026-06-17,488
5793,2026-07-23,271
5794,2026-11-11,98
5795,2026-09-27,321
5796,2026-08-16,208
5797,2026-03-03,75
5798,2026-08-12,55
5799,2026-01-09,153
5800,2026-08-06,498
5801,2026-12-25,85
5802,2026-03-04,357
5803,2026-04-09,322
5804,2026-12-24,78
5805,2026-07-13,50
5806,2026-09-07,492
5807,2026-02-17,60
5808,2026-03-26,205
5809,2026-01-24,114
5810,2026-01-31,42
5811,2026-02-18,214
5812,2026-07-10,220
5813,2026-05-14,133
5814,2026-02-18,58
5815,2026-08-03,358
5816,2026-04-27,380
5817,2026-10-09,200
5818,2026-07-23,79
5819,2026-12-19,66
5820,2026-05-28,187
5821,2026-04-17,420
5822,2026-04-18,338
5823,2026-12-22,282
5824,2026-09-23,478
5825,2026-03-28,124
5826,2026-12-18,187
5827,2026-12-04,124
5828,2026-11-08,341
5829,2026-03-22,404
5830,2026-01-07,139
5831,2026-09-05,65
5832,2026-07-03,182
5833,2026-03-01,379
5834,2026-11-27,344
5835,2026-09-01,166
5836,2026-12-23,121
5837,2026-05-18,283
5838,2026-03-09,8
5839,2026-03-25,235
5840,2026-12-17,386
5841,2026-01-25,207
5842,2026-04-12,367
5843,2026-06-23,345
5844,2026-07-03,279
5845,2026-02-23,256
5846,2026-04-06,212
5847,2026-07-22,236
5848,2026-08-07,418
5849,2026-11-23,203
5850,2026-04-27,46
5851,2026-07-05,75
5852,2026-08-12,450
5853,2026-07-09,336
5854,2026-12-22,361
5855,2026-12-05,443
5856,2026-11-23,470
5857,2026-07-27,200
5858,2026-12-09,443
5859,2026-05-16,16
5860,2026-10-23,218
5861,2026-03-30,186
5862,2026-10-19,340
5863,2026-10-23,357
5864,2026-09-19,170
5865,2026-12-03,27
5866,2026-11-12,128
5867,2026-05-28,91
5868,2026-03-31,423
5869,2026-01-26,352
5870,2026-02-23,144
5871,2026-08-18,388
5872,2026-07-27,434
5873,2026-01-21,196
5874,2026-08-06,228
5875,2026-02-18,91
5876,2026-12-31,315
5877,2026-01-06,318
5878,2026-01-09,294
5879,2026-01-30,441
5880,2026-02-24,54
5881,2026-02-11,196
5882,2026-03-28,449
5883,2026-01-01,36
5884,2026-05-19,418
5885,2026-03-08,169
5886,2026-04-04,120
5887,2026-04-01,138
5888,2026-05-20,177
5889,2026-06-16,271
5890,2026-04-26,150
5891,2026-04-04,196
5892,2026-12-02,70
5893,2026-01-20,52
5894,2026-04-15,345
5895,2026-05-17,342
5896,2026-02-23,478
5897,2026-12-14,338
5898,2026-11-07,13
5899,2026-06-28,278
5900,2026-12-05,460
5901,2026-02-16,183
5902,2026-10-01,98
5903,2026-10-29,469
5904,2026-05-04,77
5905,2026-10-16,311
5906,2026-01-25,201
5907,2026-11-11,432
5908,2026-05-31,316
5909,2026-08-08,271
5910,2026-02-12,219
5911,2026-01-10,390
5912,2026-10-09,489
5913,2026-01-23,474
5914,2026-12-22,169
5915,2026-01-23,101
5916,2026-03-07,395
5917,2026-11-28,281
5918,2026-05-07,307
5919,2026-02-20,193
5920,2026-07-30,246
5921,2026-05-07,118
5922,2026-03-14,418
5923,2026-09-20,76
5924,2026-09-19,447
5925,2026-04-03,442
5926,2026-06-29,493
5927,2026-06-18,49
5928,2026-12-20,200
5929,2026-04-12,402
5930,2026-04-19,133
5931,2026-11-28,273
5932,2026-01-08,484
5933,2026-06-25,162
5934,2026-06-17,230
5935,2026-07-09,142
5936,2026-01-07,202
5937,2026-09-04,483
5938,2026-06-25,23
5939,2026-03-03,279
5940,2026-04-13,431
5941,2026-04-26,155
5942,2026-12-30,394
5943,2026-05-15,101
5944,2026-09-13,58
5945,2026-12-06,480
5946,2026-08-14,392
5947,2026-10-03,305
5948,2026-06-18,498
5949,2026-06-29,488
5950,2026-09-18,143
5951,2026-02-07,46
5952,2026-07-28,87
5953,2026-01-24,117
5954,2026-09-30,475
5955,2026-01-11,163
5956,2026-01-22,464
5957,2026-03-04,494
5958,2026-06-10,111
5959,2026-08-30,12
5960,2026-12-04,313
5961,2026-03-23,422
5962,2026-08-30,462
5963,2026-05-29,481
5964,2026-09-23,123
5965,2026-08-30,458
5966,2026-02-19,373
5967,2026-09-30,379
5968,2026-03-01,30
5969,2026-07-01,345
5970,2026-06-08,172
5971,2026-10-10,458
5972,2026-10-22,266
5973,2026-09-15,46
5974,2026-03-26,19
5975,2026-11-02,250
5976,2026-12-11,376
5977,2026-12-24,110
5978,2026-01-18,16
5979,2026-02-22,500
5980,2026-05-01,237
5981,2026-02-27,419
5982,2026-07-01,229
5983,2026-01-04,432
5984,2026-02-08,105
5985,2026-08-28,440
5986,2026-10-26,409
5987,2026-09-08,362
5988,2026-05-03,171
5989,2026-05-11,240
5990,2026-02-09,176
5991,2026-05-30,302
5992,2026-03-25,118
5993,2026-05-29,454
5994,2026-04-23,302
5995,2026-10-28,192
5996,2026-07-05,366
5997,2026-01-08,309
5998,2026-05-10,420
5999,2026-09-16,380
6000,2026-02-15,62
6001,2026-06-01,67
6002,2026-08-26,422
6003,2026-02-18,258
6004,2026-12-17,235
6005,2026-10-28,57
6006,2026-02-26,412
6007,2026-05-26,246
6008,2026-07-22,245
6009,2026-07-03,125
6010,2026-05-23,69
6011,2026-04-23,316
6012,2026-02-21,206
6013,2026-07-14,376
6014,2026-09-15,263
6015,2026-10-13,189
6016,2026-12-14,32
6017,2026-12-23,349
6018,2026-02-22,478
6019,2026-11-16,51
6020,2026-08-25,362
6021,2026-04-24,1
6022,2026-05-30,218
6023,2026-10-04,201
6024,2026-05-23,406
6025,2026-02-19,173
6026,2026-10-27,250
6027,2026-03-07,276
6028,2026-06-25,65
6029,2026-08-19,376
6030,2026-07-01,176
6031,2026-02-18,496
6032,2026-11-26,308
6033,2026-09-05,114
6034,2026-02-19,154
6035,2026-08-23,96
6036,2026-03-16,250
6037,2026-06-23,186
6038,2026-10-26,218
6039,2026-12-24,362
6040,2026-08-21,46
6041,2026-01-20,179
6042,2026-09-10,50
6043,2026-08-30,349
6044,2026-09-11,38
6045,2026-08-23,352
6046,2026-09-07,18
6047,2026-10-02,226
6048,2026-03-14,153
6049,2026-01-08,276
6050,2026-07-24,49
6051,2026-01-26,424
6052,2026-12-14,46
6053,2026-01-17,341
6054,2026-08-07,122
6055,2026-01-14,17
6056,2026-07-16,325
6057,2026-10-30,389
6058,2026-02-19,227
6059,2026-10-13,331
6060,2026-07-29,325
6061,2026-01-26,253
6062,2026-09-25,380
6063,2026-04-19,224
6064,2026-08-05,36
6065,2026-10-23,99
6066,2026-05-14,195
6067,2026-04-29,289
6068,2026-05-27,290
6069,2026-05-13,426
6070,2026-08-16,301
6071,2026-07-10,427
6072,2026-10-18,230
6073,2026-06-01,267
6074,2026-04-24,370
6075,2026-01-24,255
6076,2026-11-27,217
6077,2026-02-15,387
6078,2026-09-14,448
6079,2026-11-16,105
6080,2026-03-16,404
6081,2026-02-26,385
6082,2026-05-29,144
6083,2026-01-14,321
6084,2026-06-02,189
6085,2026-02-04,287
6086,2026-03-04,294
6087,2026-03-10,390
6088,2026-04-25,315
6089,2026-08-12,71
6090,2026-07-21,57
